specialtyCode,specialtyName,branchName,recruitTypeName,recruitYear,recruitRound,selectionQuota,applicantCount,shortageCount,competitionRate,applicationStartAt,applicationEndAt,enlistStartMonth,enlistEndMonth,enlistDate
A11.05,(1함대)조리,해군,복무지역선택병,2024,3,12,1,-11,0.1,20240228,20240306,202406,202406,*
36,군악병,해군,군악병,2024,3,20,47,27,2.4,20240228,20240306,202406,202406,*
36.01,문화홍보병,해군,문화홍보병,2024,3,2,4,2,2,20240228,20240306,202406,202406,*
54,통번역병,해군,통번역병,2024,3,3,36,33,12,20240228,20240306,202406,202406,*
55.03,어학병_중국어,해군,어학병,2024,3,10,0,-10,0,20240228,20240306,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,96,136,40,1.4,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,12,39,27,3.3,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,16,20,4,1.3,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,6,13,7,2.2,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,24,55,31,2.3,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,16,51,35,3.2,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,6,17,11,2.8,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,5,17,12,3.4,20240227,20240305,202406,202406,*
H001,연고지복무병,육군,연고지복무병,2024,3,6,26,20,4.3,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,8,7,-1,0.9,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,8,6,-2,0.8,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,24,26,2,1.1,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,6,7,1,1.2,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,16,30,14,1.9,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,8,8,0,1,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,7,17,10,2.4,20240227,20240305,202406,202406,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,3,16,16,0,1,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,80,366,286,4.6,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,236,358,122,1.5,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,256,314,58,1.2,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,352,414,62,1.2,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,86,120,34,1.4,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,90,122,32,1.4,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,52,144,92,2.8,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,92,124,32,1.3,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,140,250,110,1.8,20240227,20240305,202406,202406,*
A001,동반입대병,육군,동반입대병,2024,3,80,334,254,4.2,20240227,20240305,202406,202406,*
A11,(1함대)일반,해군,복무지역선택병,2024,102,50,82,32,1.6,20240220,20240227,202405,202405,*
43,기관,해군,일반기술/전문기술병,2024,102,30,59,29,2,20240220,20240227,202405,202405,*
11,일반,해군,일반기술/전문기술병,2024,102,100,601,501,6,20240220,20240227,202405,202405,*
11.05,조리,해군,일반기술/전문기술병,2024,102,30,62,32,2.1,20240220,20240227,202405,202405,*
803,동반_군사경찰,해군,동반입대병,2024,102,10,62,52,6.2,20240220,20240227,202405,202405,*
B11,(2함대)일반,해군,복무지역선택병,2024,102,50,78,28,1.6,20240220,20240227,202405,202405,*
B43,(2함대)기관,해군,복무지역선택병,2024,102,10,8,-2,0.8,20240220,20240227,202405,202405,*
A11.05,(1함대)조리,해군,복무지역선택병,2024,102,10,9,-1,0.9,20240220,20240227,202405,202405,*
A43,(1함대)기관,해군,복무지역선택병,2024,102,10,9,-1,0.9,20240220,20240227,202405,202405,*
B11.05,(2함대)조리,해군,복무지역선택병,2024,102,10,10,0,1,20240220,20240227,202405,202405,*
B175.102,(임기제)전술C4I운용/정비,육군,임기제부사관,2023,993,2,0,-2,0,20240213,20240214,202406,202406,*
111292,훈련소조교병,육군,전문특기병,2024,12,60,116,56,1.9,20240201,20240207,202405,202406,*
111000,JSA경비병,육군,전문특기병,2024,13,20,50,30,2.5,20240201,20240207,202405,202406,*
152101,신호정보/전자전운용,육군,전문특기병,2024,14,10,46,36,4.6,20240201,20240207,202405,202405,*
112100,특전병,육군,전문특기병,2024,16,122,380,258,3.1,20240201,20240207,202405,202406,*
175105,SW개발병,육군,전문특기병,2024,17,1,23,22,23,20240201,20240207,202406,202406,*
111284,의장병,육군,전문특기병,2024,10,20,42,22,2.1,20240201,20240207,202405,202406,*
111275,유해발굴기록병,육군,전문특기병,2024,9,14,37,23,2.6,20240201,20240207,202405,202406,*
342.101.,군악,육군,전문특기병,2024,11,129,396,267,3.1,20240201,20240207,202405,202405,*
156101,드론운용/정비병,육군,전문특기병,2024,15,13,142,129,10.9,20240201,20240207,202405,202405,*
16,화생방,공군,전문기술병,2024,2,40,207,167,5.2,20240130,20240206,202405,202405,*
17,의무,공군,전문기술병,2024,2,4,112,108,28,20240130,20240206,202405,202405,*
11,일반,공군,전문기술병,2024,2,1082,6205,5123,5.7,20240130,20240206,202405,202405,*
43,기관,해군,일반기술/전문기술병,2024,2,66,19,-47,0.3,20240130,20240206,202405,202405,*
11.05,조리,해군,일반기술/전문기술병,2024,2,80,43,-37,0.5,20240130,20240206,202405,202405,*
43.44,전기,해군,일반기술/전문기술병,2024,2,43,48,5,1.1,20240130,20240206,202405,202405,*
11.24,항공,해군,일반기술/전문기술병,2024,2,9,61,52,6.8,20240130,20240206,202405,202405,*
25,통신,해군,일반기술/전문기술병,2024,2,40,74,34,1.9,20240130,20240206,202405,202405,*
49,의무,해군,일반기술/전문기술병,2024,2,32,115,83,3.6,20240130,20240206,202405,202405,*
43.39,화생방,해군,일반기술/전문기술병,2024,2,10,44,34,4.4,20240130,20240206,202405,202405,*
11.02,전산,해군,일반기술/전문기술병,2024,2,25,67,42,2.7,20240130,20240206,202405,202405,*
11.26,전자,해군,일반기술/전문기술병,2024,2,22,68,46,3.1,20240130,20240206,202405,202405,*
46,건축/토목,해군,일반기술/전문기술병,2024,2,30,43,13,1.4,20240130,20240206,202405,202405,*
11,일반,해군,일반기술/전문기술병,2024,2,588,735,147,1.3,20240130,20240206,202405,202405,*
48,수송,해군,일반기술/전문기술병,2024,2,73,585,512,8,20240130,20240206,202405,202405,*
802,동반_갑판,해군,동반입대병,2024,2,30,56,26,1.9,20240130,20240206,202405,202405,*
803,동반_군사경찰,해군,동반입대병,2024,2,30,81,51,2.7,20240130,20240206,202405,202405,*
B11,(2함대)일반,해군,복무지역선택병,2024,2,165,29,-136,0.2,20240130,20240206,202405,202405,*
A11,(1함대)일반,해군,복무지역선택병,2024,2,123,26,-97,0.2,20240130,20240206,202405,202405,*
B43,(2함대)기관,해군,복무지역선택병,2024,2,16,2,-14,0.1,20240130,20240206,202405,202405,*
B11.05,(2함대)조리,해군,복무지역선택병,2024,2,22,0,-22,0,20240130,20240206,202405,202405,*
A43,(1함대)기관,해군,복무지역선택병,2024,2,9,0,-9,0,20240130,20240206,202405,202405,*
A11.05,(1함대)조리,해군,복무지역선택병,2024,2,18,0,-18,0,20240130,20240206,202405,202405,*
36,군악병,해군,군악병,2024,2,19,62,43,3.3,20240130,20240206,202405,202405,*
36.01,문화홍보병,해군,문화홍보병,2024,2,2,3,1,1.5,20240130,20240206,202405,202405,*
55.03,어학병_중국어,해군,어학병,2024,2,11,3,-8,0.3,20240130,20240206,202405,202405,*
55.02,어학병_일본어,해군,어학병,2024,2,3,8,5,2.7,20240130,20240206,202405,202405,*
46,비파괴검사병,공군,비파괴검사병,2024,2,1,2,1,2,20240130,20240206,202505,202505,*
42.03,식별보조_러시아어,공군,식별보조병,2024,2,1,1,0,1,20240130,20240206,202405,202405,*
42.01,식별보조_중국어,공군,식별보조병,2024,2,1,5,4,5,20240130,20240206,202405,202405,*
53,조리병,공군,조리병,2024,2,5,24,19,4.8,20240130,20240206,202405,202405,*
41.01,콘텐츠_그래픽디자인,공군,콘텐츠제작병,2024,2,1,25,24,25,20240130,20240206,202405,202405,*
172.101,MW운용/정비,육군,기술행정병,2024,2,21,133,112,6.3,20240130,20240206,202405,202405,*
224.101,차량정비,육군,기술행정병,2024,2,7,63,56,9,20240130,20240206,202405,202405,*
225.101,탄약관리,육군,기술행정병,2024,2,86,227,141,2.6,20240130,20240206,202405,202405,*
231.103,지원보급,육군,기술행정병,2024,2,16,114,98,7.1,20240130,20240206,202405,202405,*
331.101,재정회계,육군,기술행정병,2024,2,11,110,99,10,20240130,20240206,202405,202405,*
M161.104,야전건설(중졸),육군,기술행정병,2024,2,2,0,-2,0,20240130,20240206,202405,202405,*
M241.104,견인차량운전(중졸),육군,기술행정병,2024,2,4,0,-4,0,20240130,20240206,202405,202405,*
M241.107,차량부대정비(중졸),육군,기술행정병,2024,2,10,0,-10,0,20240130,20240206,202405,202405,*
412.104,전문방사선촬영,육군,기술행정병,2024,2,2,4,2,2,20240130,20240206,202405,202405,*
412.106,전문물리치료,육군,기술행정병,2024,2,3,17,14,5.7,20240130,20240206,202405,202405,*
152.101,신호정보/전자전운용,육군,기술행정병,2024,2,8,59,51,7.4,20240130,20240206,202405,202405,*
121.101,K계열전차승무,육군,기술행정병,2024,2,188,333,145,1.8,20240130,20240206,202405,202405,*
141.102,오리콘운용/정비,육군,기술행정병,2024,2,13,141,128,10.8,20240130,20240206,202405,202405,*
153.101,감시장비운용,육군,기술행정병,2024,2,198,499,301,2.5,20240130,20240206,202405,202405,*
163.113,굴착기운용,육군,기술행정병,2024,2,9,61,52,6.8,20240130,20240206,202405,202405,*
211.103,화생방제독,육군,기술행정병,2024,2,89,224,135,2.5,20240130,20240206,202405,202405,*
222.103,광학기재정비,육군,기술행정병,2024,2,10,43,33,4.3,20240130,20240206,202405,202405,*
224.103,발전기정비,육군,기술행정병,2024,2,2,21,19,10.5,20240130,20240206,202405,202405,*
231.107,조리,육군,기술행정병,2024,2,251,583,332,2.3,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,29,450,421,15.5,20240130,20240206,202405,202405,*
412.102,전문치과,육군,기술행정병,2024,2,1,2,1,2,20240130,20240206,202405,202405,*
162.104,전기설비,육군,기술행정병,2024,2,1,45,44,45,20240130,20240206,202405,202405,*
163.102,다목적굴착기운전,육군,기술행정병,2024,2,12,8,-4,0.7,20240130,20240206,202405,202405,*
171.102,무선전송장비운용/정비,육군,기술행정병,2024,2,117,306,189,2.6,20240130,20240206,202405,202405,*
175.101,네트워크운용/정비,육군,기술행정병,2024,2,60,187,127,3.1,20240130,20240206,202405,202405,*
222.104,감시장비정비,육군,기술행정병,2024,2,5,21,16,4.2,20240130,20240206,202405,202405,*
223.101,유선장비정비,육군,기술행정병,2024,2,7,23,16,3.3,20240130,20240206,202405,202405,*
226.101,장비수리부속공구보급,육군,기술행정병,2024,2,13,83,70,6.4,20240130,20240206,202405,202405,*
241.107,차량부대정비,육군,기술행정병,2024,2,80,93,13,1.2,20240130,20240206,202405,202405,*
241.113,크레인차량운전,육군,기술행정병,2024,2,14,36,22,2.6,20240130,20240206,202405,202405,*
M163.113,굴착기운용(중졸),육군,기술행정병,2024,2,1,1,0,1,20240130,20240206,202405,202405,*
412.101,전문간호,육군,기술행정병,2024,2,3,7,4,2.3,20240130,20240206,202405,202405,*
412.103,전문임상병리,육군,기술행정병,2024,2,1,1,0,1,20240130,20240206,202405,202405,*
123.103,K-21보병전투차량승무,육군,기술행정병,2024,2,66,104,38,1.6,20240130,20240206,202405,202405,*
132.102,K239포병,육군,기술행정병,2024,2,34,61,27,1.8,20240130,20240206,202405,202405,*
141.103,비호운용/정비,육군,기술행정병,2024,2,30,148,118,4.9,20240130,20240206,202405,202405,*
151.101,군사정보,육군,기술행정병,2024,2,13,116,103,8.9,20240130,20240206,202405,202405,*
161.104,야전건설,육군,기술행정병,2024,2,13,61,48,4.7,20240130,20240206,202405,202405,*
55.01,어학병_영어,해군,어학병,2024,2,9,23,14,2.6,20240130,20240206,202405,202405,*
58,전문정보병,해군,전문정보병,2024,2,2,4,2,2,20240130,20240206,202405,202405,*
53.01,군종병_기독교,해군,군종병,2024,2,4,3,-1,0.8,20240130,20240206,202405,202405,*
53.02,군종병_천주교,해군,군종병,2024,2,2,0,-2,0,20240130,20240206,202405,202405,*
53.03,군종병_불교,해군,군종병,2024,2,1,0,-1,0,20240130,20240206,202405,202405,*
59,정보보호병,해군,정보보호병,2024,2,5,13,8,2.6,20240130,20240206,202405,202405,*
63,빅데이터분석병,해군,빅데이터분석병,2024,2,1,3,2,3,20240130,20240206,202405,202405,*
60,전문의무병,해군,전문의무병,2024,2,1,1,0,1,20240130,20240206,202405,202405,*
64,위생관리병,해군,위생관리병,2024,2,9,6,-3,0.7,20240130,20240206,202405,202405,*
32.01,수송,해병,일반기술/전문기술병,2024,2,195,288,93,1.5,20240130,20240206,202405,202405,*
17.01,일반,해병,일반기술/전문기술병,2024,2,808,1381,573,1.7,20240130,20240206,202405,202405,*
19.03,공병,해병,일반기술/전문기술병,2024,2,54,66,12,1.2,20240130,20240206,202405,202405,*
17.05,화학,해병,일반기술/전문기술병,2024,2,20,31,11,1.6,20240130,20240206,202405,202405,*
17.04,수색,해병,일반기술/전문기술병,2024,2,10,146,136,14.6,20240130,20240206,202405,202405,*
23.01,무기정비,해병,일반기술/전문기술병,2024,2,31,43,12,1.4,20240130,20240206,202405,202405,*
80,동반입대병,해병,동반입대병,2024,2,106,256,150,2.4,20240130,20240206,202405,202405,*
D001,직계가족복무부대지원입대병,해병,직계가족병,2024,2,20,9,-11,0.5,20240130,20240206,202405,202405,*
66,군악병,해병,군악병,2024,2,6,23,17,3.8,20240130,20240206,202405,202405,*
18,기계,공군,전문기술병,2024,2,147,599,452,4.1,20240130,20240206,202405,202405,*
19,차량운전,공군,전문기술병,2024,2,160,1886,1726,11.8,20240130,20240206,202405,202405,*
15,전자계산,공군,전문기술병,2024,2,27,192,165,7.1,20240130,20240206,202405,202405,*
162.102,소방장비,육군,기술행정병,2024,2,6,44,38,7.3,20240130,20240206,202405,202405,*
163.114,발전기운용/정비,육군,기술행정병,2024,2,1,10,9,10,20240130,20240206,202405,202405,*
211.101,화생방,육군,기술행정병,2024,2,2,60,58,30,20240130,20240206,202405,202405,*
222.101,총기정비,육군,기술행정병,2024,2,6,25,19,4.2,20240130,20240206,202405,202405,*
222.105,전차정비,육군,기술행정병,2024,2,16,32,16,2,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,168,721,553,4.3,20240130,20240206,202405,202405,*
M231.107,조리(중졸),육군,기술행정병,2024,2,8,0,-8,0,20240130,20240206,202405,202405,*
131.104,K-55자주포조종,육군,기술행정병,2024,2,114,117,3,1,20240130,20240206,202405,202405,*
171.107,교환시설운용/정비,육군,기술행정병,2024,2,6,25,19,4.2,20240130,20240206,202405,202405,*
175.103,정보체계운용/정비,육군,기술행정병,2024,2,28,114,86,4.1,20240130,20240206,202405,202405,*
181.101,항공운항/관제,육군,기술행정병,2024,2,13,62,49,4.8,20240130,20240206,202405,202405,*
224.106,화생방장비정비,육군,기술행정병,2024,2,3,10,7,3.3,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,31,436,405,14.1,20240130,20240206,202405,202405,*
241.105,지게차운전,육군,기술행정병,2024,2,12,66,54,5.5,20240130,20240206,202405,202405,*
241.106,차륜형장갑차운전,육군,기술행정병,2024,2,17,47,30,2.8,20240130,20240206,202405,202405,*
M241.100,수송운용(중졸),육군,기술행정병,2024,2,20,1,-19,0.1,20240130,20240206,202405,202405,*
412.105,전문약제,육군,기술행정병,2024,2,7,9,2,1.3,20240130,20240206,202405,202405,*
123.101,장갑차조종,육군,기술행정병,2024,2,164,279,115,1.7,20240130,20240206,202405,202405,*
141.101,발칸운용/정비,육군,기술행정병,2024,2,76,357,281,4.7,20240130,20240206,202405,202405,*
222.102,화포정비,육군,기술행정병,2024,2,2,4,2,2,20240130,20240206,202405,202405,*
224.102,공병장비정비,육군,기술행정병,2024,2,5,19,14,3.8,20240130,20240206,202405,202405,*
243.101,항만운영,육군,기술행정병,2024,2,3,31,28,10.3,20240130,20240206,202405,202405,*
131.107,K-9자주포조종,육군,기술행정병,2024,2,106,133,27,1.3,20240130,20240206,202405,202405,*
133.103,사격지휘,육군,기술행정병,2024,2,75,80,5,1.1,20240130,20240206,202405,202405,*
141.105,휴대용유도무기운용/정비,육군,기술행정병,2024,2,19,445,426,23.4,20240130,20240206,202405,202405,*
163.105,정수장비운용,육군,기술행정병,2024,2,10,58,48,5.8,20240130,20240206,202405,202405,*
172.102,위성운용/정비,육군,기술행정병,2024,2,18,83,65,4.6,20240130,20240206,202405,202405,*
175.102,전술C4I운용/정비,육군,기술행정병,2024,2,36,156,120,4.3,20240130,20240206,202405,202405,*
182.104,기동헬기운용,육군,기술행정병,2024,2,24,68,44,2.8,20240130,20240206,202405,202405,*
224.107,의무장비정비,육군,기술행정병,2024,2,4,45,41,11.3,20240130,20240206,202405,202405,*
231.101,편성보급,육군,기술행정병,2024,2,7,81,74,11.6,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,56,271,215,4.8,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,56,262,206,4.7,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,54,365,311,6.8,20240130,20240206,202405,202405,*
241.104,견인차량운전,육군,기술행정병,2024,2,48,122,74,2.5,20240130,20240206,202405,202405,*
243.102,선박운용,육군,기술행정병,2024,2,2,11,9,5.5,20240130,20240206,202405,202405,*
M162.104,전기설비(중졸),육군,기술행정병,2024,2,1,0,-1,0,20240130,20240206,202405,202405,*
M241.105,지게차운전(중졸),육군,기술행정병,2024,2,1,0,-1,0,20240130,20240206,202405,202405,*
123.102,장갑차부대정비,육군,기술행정병,2024,2,11,74,63,6.7,20240130,20240206,202405,202405,*
171.101,전술통신장비운용/정비,육군,기술행정병,2024,2,179,711,532,4,20240130,20240206,202405,202405,*
174.101,레이다운용/정비,육군,기술행정병,2024,2,42,104,62,2.5,20240130,20240206,202405,202405,*
223.103,무선장비정비,육군,기술행정병,2024,2,8,30,22,3.8,20240130,20240206,202405,202405,*
241.100,수송운용(차량운전),육군,기술행정병,2024,2,1117,3875,2758,3.5,20240130,20240206,202405,202405,*
321.101,군사경찰,육군,기술행정병,2024,2,82,284,202,3.5,20240130,20240206,202405,202405,*
411.101,일반의무,육군,기술행정병,2024,2,180,958,778,5.3,20240130,20240206,202405,202405,*
20,차량정비,공군,전문기술병,2024,2,19,85,66,4.5,20240130,20240206,202405,202405,*
21,통신전자전기,공군,전문기술병,2024,2,373,1105,732,3,20240130,20240206,202405,202405,*
24,의장병,공군,의장병,2024,2,10,24,14,2.4,20240130,20240206,202405,202405,*
25,군악병,공군,군악병,2024,2,25,65,40,2.6,20240130,20240206,202405,202405,*
31,특수임무군사경찰,공군,특수임무군사경찰,2024,2,10,51,41,5.1,20240130,20240206,202405,202405,*
30,정보보호병,공군,정보보호병,2024,2,7,34,27,4.9,20240130,20240206,202405,202405,*
26,어학병,공군,어학병,2024,2,14,175,161,12.5,20240130,20240206,202405,202405,*
34,군견관리병,공군,군견관리병,2024,2,3,31,28,10.3,20240130,20240206,202405,202405,*
40,정훈병,공군,정훈병,2024,2,4,41,37,10.3,20240130,20240206,202405,202405,*
55,무인항공기운용병,공군,무인항공기운용병,2024,2,4,36,32,9,20240130,20240206,202405,202405,*
45.01,교육훈련_3D모델링,공군,교육훈련매체개발병,2024,2,1,11,10,11,20240130,20240206,202405,202405,*
44,전문자격의무병,공군,전문자격의무병,2024,2,2,2,0,1,20240130,20240206,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,3,17,14,5.7,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,3,13,10,4.3,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,4,7,3,1.8,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,6,36,30,6,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,12,63,51,5.3,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,8,23,15,2.9,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,5,12,7,2.4,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,6,9,3,1.5,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,8,27,19,3.4,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,4,7,3,1.8,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,8,26,18,3.3,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,16,18,2,1.1,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,144,597,453,4.1,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,48,192,144,4,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,40,422,382,10.6,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,100,398,298,4,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,40,459,419,11.5,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,100,390,290,3.9,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,46,194,148,4.2,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,42,166,124,4,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,80,313,233,3.9,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,26,196,170,7.5,20240129,20240205,202405,202405,*
A001,동반입대병,육군,동반입대병,2024,2,194,799,605,4.1,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,16,81,65,5.1,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,8,53,45,6.6,20240129,20240205,202405,202405,*
H001,연고지복무병,육군,연고지복무병,2024,2,3,19,16,6.3,20240129,20240205,202405,202405,*
D001,직계가족복무부대지원입대병,육군,직계가족병,2024,2,8,13,5,1.6,20240129,20240205,202405,202405,*
905,유급_조리,해병,임기제부사관,2023,991,3,3,0,1,20240125,20240126,202402,202402,*
907,유급_무기정비,해병,임기제부사관,2023,991,3,2,-1,0.7,20240125,20240126,202402,202402,*
906,유급_수송,해병,임기제부사관,2023,991,3,1,-2,0.3,20240125,20240126,202402,202402,*
904,유급_정보통신,해병,임기제부사관,2023,991,5,4,-1,0.8,20240125,20240126,202402,202402,*
903,유급_공병,해병,임기제부사관,2023,991,1,1,0,1,20240125,20240126,202402,202402,*
901,유급_일반,해병,임기제부사관,2023,991,4,3,-1,0.8,20240125,20240126,202402,202402,*
B163.113,(임기제)굴착기운용,육군,임기제부사관,2023,992,2,0,-2,0,20240125,20240126,202405,202405,*
B224.101,(임기제)차량정비,육군,임기제부사관,2023,992,1,0,-1,0,20240125,20240126,202405,202405,*
B172.102,(임기제)위성운용/정비,육군,임기제부사관,2023,992,1,0,-1,0,20240125,20240126,202405,202405,*
B222.105,(임기제)전차정비,육군,임기제부사관,2023,992,1,0,-1,0,20240125,20240126,202405,202405,*
B222.101,(임기제)총기정비,육군,임기제부사관,2023,992,1,0,-1,0,20240125,20240126,202405,202405,*
B175.102,(임기제)전술C4I운용/정비,육군,임기제부사관,2023,992,1,0,-1,0,20240125,20240126,202405,202405,*
B172.101,(임기제)MW운용/정비,육군,임기제부사관,2023,992,1,0,-1,0,20240125,20240126,202405,202405,*
901,유급_일반,해군,임기제부사관,2023,991,1,0,-1,0,20240123,20240124,202403,202403,*
907,유급_통신,해군,임기제부사관,2023,991,5,4,-1,0.8,20240123,20240124,202403,202403,*
904,유급_전기,해군,임기제부사관,2023,991,4,1,-3,0.3,20240123,20240124,202403,202403,*
903,유급_전자,공군,임기제부사관,2023,991,3,2,-1,0.7,20240122,20240123,202403,202403,*
902,유급_기관.기체,공군,임기제부사관,2023,991,11,2,-9,0.2,20240122,20240123,202403,202403,*
906,유급_토목건축,공군,임기제부사관,2023,991,2,2,0,1,20240122,20240123,202403,202403,*
904,유급_조리,공군,임기제부사관,2023,991,3,2,-1,0.7,20240122,20240123,202403,202403,*
B131.107,(임기제)K-9자주포조종,육군,임기제부사관,2023,991,31,1,-30,0,20240108,20240110,202402,202402,*
B225.101,(임기제)탄약관리,육군,임기제부사관,2023,991,1,0,-1,0,20240108,20240110,202402,202402,*
B163.101,(임기제)장갑전투도저운전,육군,임기제부사관,2023,991,5,0,-5,0,20240108,20240110,202402,202402,*
B172.101,(임기제)MW운용/정비,육군,임기제부사관,2023,991,21,6,-15,0.3,20240108,20240110,202402,202402,*
B222.101,(임기제)총기정비,육군,임기제부사관,2023,991,15,3,-12,0.2,20240108,20240110,202402,202402,*
B222.102,(임기제)화포정비,육군,임기제부사관,2023,991,3,1,-2,0.3,20240108,20240110,202402,202402,*
B222.114,(임기제)장갑차야전정비,육군,임기제부사관,2023,991,5,1,-4,0.2,20240108,20240110,202402,202402,*
B123.101,(임기제)장갑차조종,육군,임기제부사관,2023,991,2,1,-1,0.5,20240108,20240110,202402,202402,*
B163.113,(임기제)굴착기운용,육군,임기제부사관,2023,991,15,3,-12,0.2,20240108,20240110,202402,202402,*
B172.102,(임기제)위성운용/정비,육군,임기제부사관,2023,991,11,0,-11,0,20240108,20240110,202402,202402,*
B175.102,(임기제)전술C4I운용/정비,육군,임기제부사관,2023,991,12,3,-9,0.3,20240108,20240110,202402,202402,*
B171.102,(임기제)무선전송장비운용/정비,육군,임기제부사관,2023,991,22,9,-13,0.4,20240108,20240110,202402,202402,*
B121.101,(임기제)K계열전차승무,육군,임기제부사관,2023,991,21,8,-13,0.4,20240108,20240110,202402,202402,*
B162.104,(임기제)전기설비,육군,임기제부사관,2023,991,3,1,-2,0.3,20240108,20240110,202402,202402,*
B222.105,(임기제)전차정비,육군,임기제부사관,2023,991,7,1,-6,0.1,20240108,20240110,202402,202402,*
B182.104,(임기제)기동헬기운용,육군,임기제부사관,2023,991,8,2,-6,0.3,20240108,20240110,202402,202402,*
B224.101,(임기제)차량정비,육군,임기제부사관,2023,991,17,1,-16,0.1,20240108,20240110,202402,202402,*
B231.107,(임기제)조리,육군,임기제부사관,2023,991,3,0,-3,0,20240108,20240110,202402,202402,*
B131.108,(임기제)K-9자주포화포/장갑정비,육군,임기제부사관,2023,991,4,4,0,1,20240108,20240110,202402,202402,*
B141.101,(임기제)발칸운용/정비,육군,임기제부사관,2023,991,2,2,0,1,20240108,20240110,202402,202402,*
